country,market_segment_id,distribution_channel_id,deposit_type,agent,days_in_waiting_list,customer_type,Booking_id
FRA,3,3,No Deposit,240,0,Transient,08dda3dc
FRA,3,3,No Deposit,240,0,Transient,0b4f6c34
FRA,1,1,No Deposit,250,0,Transient-Party,94fdfebc
FRA,3,3,No Deposit,240,0,Transient,c81ac264
FRA,3,3,No Deposit,240,0,Transient,efc57766
NLD,3,3,No Deposit,240,0,Transient,a19ff6d9
BEL,3,3,No Deposit,240,0,Transient,dbfd0fc5
FRA,3,3,No Deposit,240,0,Transient,13b9c676
PRT,2,2,No Deposit,154,0,Transient,ee74f318
PRT,3,3,No Deposit,241,0,Transient,a1118a6e
ESP,3,3,No Deposit,240,0,Transient,e561ba7e
PRT,3,3,No Deposit,240,0,Transient-Party,b744ea93
PRT,3,3,No Deposit,240,0,Transient-Party,1cc2d439
BLR,3,3,No Deposit,240,0,Transient,70b2358e
PRT,3,3,No Deposit,240,0,Transient-Party,3f0156a8
CHE,3,3,No Deposit,240,0,Transient,991d9502
CHE,3,3,No Deposit,240,0,Transient,bd3c4fc0
PRT,4,3,No Deposit,6,0,Transient,a3defc67
PRT,4,3,No Deposit,6,0,Transient,0f885246
ESP,3,3,No Deposit,240,0,Transient-Party,b0f89e24
ESP,3,3,No Deposit,240,0,Transient-Party,9311604b
ESP,3,3,No Deposit,240,0,Transient-Party,85b6927e
ESP,3,3,No Deposit,240,0,Transient-Party,71f4d722
ESP,3,3,No Deposit,240,0,Transient-Party,ee149ee1
GBR,3,3,No Deposit,240,0,Transient,4eba210a
GBR,3,3,No Deposit,240,0,Transient,75513df9
PRT,3,3,No Deposit,241,0,Transient,80855af4
GBR,3,3,No Deposit,240,0,Transient,b381330f
PRT,3,3,No Deposit,240,0,Transient,727912f3
PRT,3,3,No Deposit,240,0,Transient,9e94be07
PRT,3,3,No Deposit,240,0,Transient,b8b99d94
USA,1,1,No Deposit,250,0,Transient,67efe8dd
PRT,2,2,No Deposit,0,0,Transient,5d51a13a
GBR,1,1,No Deposit,250,0,Transient,d7fb417b
GBR,3,3,No Deposit,240,0,Transient,91f0cf7e
MAR,3,3,No Deposit,240,0,Transient,bedb3624
MAR,3,3,No Deposit,240,0,Transient,9c793577
MAR,3,3,No Deposit,240,0,Transient,ac9bbcd3
BRA,3,3,No Deposit,240,0,Transient,46071d03
GBR,3,3,No Deposit,240,0,Transient,44fbd7c4
IRL,3,3,No Deposit,240,0,Transient,8d825fcb
AUT,3,3,No Deposit,240,0,Transient,2156e21c
GBR,3,3,No Deposit,240,0,Transient,00b43fbe
GBR,3,3,No Deposit,240,0,Transient,468b4991
IRL,3,3,No Deposit,240,0,Transient,2ef10344
PRT,3,3,No Deposit,240,0,Transient,9b377d10
PRT,4,3,No Deposit,8,0,Transient,2bcf3a1a
PRT,3,3,No Deposit,240,0,Transient,bd36671c
ESP,3,3,No Deposit,240,0,Transient,93522b45
PRT,3,3,No Deposit,240,0,Transient,c4ceeb2b
PRT,3,3,No Deposit,242,0,Transient,20687fc5
ESP,3,3,No Deposit,240,0,Transient,7f331c3c
ESP,3,3,No Deposit,240,0,Transient,9a41ce15
GBR,3,3,No Deposit,240,0,Transient,6fa72492
FRA,3,3,No Deposit,240,0,Transient,a649a692
ESP,3,3,No Deposit,240,0,Transient,e82a5672
PRT,3,3,No Deposit,314,0,Transient-Party,2c597343
GBR,3,3,No Deposit,240,0,Transient,0d8e9c40
DEU,3,3,No Deposit,240,0,Transient,4be640f4
PRT,3,3,No Deposit,314,0,Transient-Party,36e7f2f8
PRT,3,3,No Deposit,314,0,Transient-Party,a4692846
PRT,4,3,No Deposit,156,0,Transient,beed0deb
DEU,3,3,No Deposit,240,0,Transient,7df4c475
PRT,3,3,No Deposit,314,0,Transient-Party,f17e2124
PRT,3,3,No Deposit,314,0,Transient,4d22d434
GBR,3,3,No Deposit,240,0,Transient,d8b72a6a
GBR,3,3,No Deposit,240,0,Transient,2816cc33
PRT,1,1,No Deposit,0,0,Transient,7fbcf57d
PRT,1,1,No Deposit,0,0,Transient,9bf31a1e
ITA,3,3,No Deposit,240,0,Transient,d500638b
DEU,3,3,No Deposit,240,0,Transient,113e6ec6
PRT,3,3,No Deposit,240,0,Transient,3d43b448
FRA,3,3,No Deposit,240,0,Transient,be44c039
PRT,1,1,No Deposit,250,0,Transient,499a0ea2
IRL,3,3,No Deposit,240,0,Transient,278a84cd
PRT,2,2,No Deposit,0,0,Transient,afe242ed
PRT,1,1,No Deposit,250,0,Transient,ff1bd9d7
CHE,3,3,No Deposit,240,0,Transient,ce003da5
PRT,3,3,No Deposit,240,0,Transient,7f81275c
PRT,3,3,No Deposit,240,0,Transient,bb4683c2
ITA,1,1,No Deposit,250,0,Transient,f20ef510
PRT,1,1,No Deposit,0,0,Transient,f0ed33a3
FRA,3,3,No Deposit,240,0,Transient,ac721eea
PRT,1,1,No Deposit,250,0,Transient,1c8a1fa2
PRT,1,1,No Deposit,0,0,Transient,77b5f770
PRT,1,1,No Deposit,250,0,Transient,a12a09f9
GBR,3,3,No Deposit,240,0,Transient,af701da1
GBR,3,3,No Deposit,240,0,Transient,b711f6f0
KWT,3,3,No Deposit,240,0,Transient,3007e0a2
PRT,6,1,No Deposit,0,0,Transient-Party,9f740960
PRT,3,3,No Deposit,240,0,Transient,57bd6bf5
DEU,3,3,No Deposit,240,0,Transient,d9997730
PRT,3,3,No Deposit,240,0,Transient,61617c30
PRT,4,3,No Deposit,8,0,Transient,309a2919
PRT,3,3,No Deposit,242,0,Transient,0607c6c5
PRT,3,3,No Deposit,242,0,Transient,593fefbf
PRT,3,3,No Deposit,241,0,Transient,fc364606
PRT,3,3,No Deposit,240,0,Transient,a6bfda46
PRT,3,3,No Deposit,242,0,Transient,b084f4f6
PRT,3,3,No Deposit,242,0,Transient,71bcf541
PRT,1,1,No Deposit,0,0,Transient,d8e64c61
PRT,3,3,No Deposit,240,0,Transient,1e871770
PRT,4,3,No Deposit,8,0,Transient,ca23d8ad
PRT,4,3,No Deposit,8,0,Transient,eab3c205
PRT,3,3,No Deposit,240,0,Transient,372cec13
PRT,4,3,No Deposit,5,0,Transient,6400f5da
PRT,6,3,No Deposit,0,0,Transient-Party,410ed120
PRT,6,3,No Deposit,0,0,Transient-Party,3fa42cf7
PRT,6,3,No Deposit,0,0,Transient-Party,ee979dab
PRT,3,3,No Deposit,240,0,Transient,2e196a94
PRT,3,3,No Deposit,240,0,Transient,8ae2796d
PRT,5,1,No Deposit,0,0,Transient,85695af4
PRT,6,3,No Deposit,0,0,Transient-Party,5b6d0606
PRT,1,1,No Deposit,0,0,Transient,6584797d
PRT,6,3,No Deposit,0,0,Transient-Party,32da664b
PRT,6,3,No Deposit,0,0,Transient-Party,09bdec8c
PRT,1,1,No Deposit,0,0,Transient,bf38c63b
PRT,3,3,No Deposit,240,0,Transient,c8c57cd0
PRT,6,3,No Deposit,0,0,Transient-Party,74bc004b
CN,1,1,No Deposit,250,0,Transient,31d73659
PRT,6,3,No Deposit,0,0,Transient-Party,75ca96cb
PRT,1,1,No Deposit,0,0,Transient,b56c01a0
PRT,6,3,No Deposit,0,0,Transient-Party,d582297e
PRT,6,3,No Deposit,0,0,Transient-Party,79ea96f3
PRT,6,3,No Deposit,0,0,Transient-Party,61141ff7
PRT,6,3,No Deposit,0,0,Transient-Party,4b8e9cd6
ESP,3,3,No Deposit,240,0,Transient,1430c6f8
BRA,3,3,No Deposit,240,0,Transient,04ff901b
BRA,3,3,No Deposit,240,0,Transient,1d59839e
FRA,3,3,No Deposit,240,0,Transient,3e4017ed
PRT,3,3,No Deposit,240,0,Transient,4967b277
PRT,1,1,No Deposit,0,0,Transient-Party,c9e1170f
ESP,3,3,No Deposit,240,0,Transient,58cb360f
PRT,1,1,No Deposit,0,0,Transient-Party,c726a8ab
PRT,4,3,No Deposit,181,0,Transient,867a7134
IRL,3,3,No Deposit,240,0,Transient,386d2fd3
GBR,3,3,No Deposit,240,0,Transient,6b0bc401
PRT,3,3,No Deposit,5,0,Transient,f156c406
AUT,3,3,No Deposit,240,0,Transient,694ea02b
AUT,3,3,No Deposit,240,0,Transient,ea0ecc81
AUT,3,3,No Deposit,240,0,Transient,384fd5cb
PRT,3,3,No Deposit,241,0,Transient,5ed37dd9
ITA,3,3,No Deposit,240,0,Transient,2c45cdf0
BEL,3,3,No Deposit,240,0,Transient,683c6ca9
GBR,3,3,No Deposit,240,0,Transient,1caebce4
DEU,3,3,No Deposit,240,0,Transient,dc43dc50
PRT,4,3,No Deposit,10,0,Transient,9668f207
PRT,3,3,No Deposit,242,0,Transient,7ecc2ad1
PRT,3,3,No Deposit,242,0,Transient,60510045
BRA,1,1,No Deposit,250,0,Transient,414c5f2e
GBR,3,3,No Deposit,240,0,Transient,adba4208
IRL,3,3,No Deposit,240,0,Transient,f3b4453c
BRA,3,3,No Deposit,240,0,Transient,b08201ee
GBR,3,3,No Deposit,240,0,Transient,4725fedb
PRT,1,1,No Deposit,250,0,Transient,922c33e1
ESP,3,3,No Deposit,240,0,Transient,08cfa087
PRT,3,3,No Deposit,240,0,Transient,af94b835
FRA,3,3,No Deposit,240,0,Transient,0e9676eb
PRT,3,3,No Deposit,242,0,Transient,de3aad17
GBR,3,3,No Deposit,240,0,Transient,62634d75
ESP,3,3,No Deposit,240,0,Transient,634ff1aa
BRA,1,1,No Deposit,250,0,Transient,2605c663
AUS,3,3,No Deposit,240,0,Transient,3fdcad81
AUS,3,3,No Deposit,240,0,Transient,48661332
ITA,3,3,No Deposit,240,0,Transient,17d8125c
LUX,3,3,No Deposit,240,0,Transient,522457ea
CHE,3,3,No Deposit,242,0,Transient,fe637748
PRT,1,1,No Deposit,0,0,Transient,d892ecd9
GBR,3,3,No Deposit,240,0,Transient,1ddce1e6
BRA,3,3,No Deposit,240,0,Transient,cfbfb697
BRA,3,3,No Deposit,240,0,Transient,e076aea8
PRT,3,3,No Deposit,240,0,Transient,b61d8446
GBR,3,3,No Deposit,240,0,Transient,98edb0d9
ARG,3,3,No Deposit,240,0,Transient,fea95cf3
PRT,3,3,No Deposit,339,0,Transient,111bb9e9
ESP,3,3,No Deposit,240,0,Transient,0d57e0d3
GBR,3,3,No Deposit,240,0,Transient,8b9c9ca3
EST,3,3,No Deposit,240,0,Transient,747cece8
PRT,4,3,No Deposit,177,0,Transient,40e3e9f4
PRT,4,3,No Deposit,177,0,Transient,838891d3
NGA,3,3,No Deposit,240,0,Transient,352080fa
GBR,3,3,No Deposit,240,0,Transient,fe0ec00f
GBR,1,1,No Deposit,250,0,Transient,f57758d2
ESP,3,3,No Deposit,240,0,Transient,2852b01e
PRT,3,3,No Deposit,240,0,Transient,adebdf54
BRA,3,3,No Deposit,240,0,Transient,2ec5a022
IRL,3,3,No Deposit,240,0,Transient,4cf97203
ESP,3,3,No Deposit,240,0,Transient,b7008cf5
IRL,3,3,No Deposit,240,0,Transient,53428f31
IRL,3,3,No Deposit,240,0,Transient,4c4462d8
BRA,3,3,No Deposit,240,0,Transient,643860cf
BRA,3,3,No Deposit,240,0,Transient,546842dc
GBR,3,3,No Deposit,240,0,Transient,81f56862
ESP,1,1,No Deposit,250,0,Transient,77f4c96c
GBR,3,3,No Deposit,240,0,Transient,c1e220a9
ESP,3,3,No Deposit,240,0,Transient,69240ae6
IRL,3,3,No Deposit,240,0,Transient,655b13dd
IRL,3,3,No Deposit,240,0,Transient,54b83956
IRL,3,3,No Deposit,240,0,Transient,9281e8dc
IRL,3,3,No Deposit,240,0,Transient,b7086844
PRT,1,1,No Deposit,0,0,Transient,fa9234b8
PRT,4,3,No Deposit,8,0,Transient,c3a11337
PRT,4,3,No Deposit,10,0,Transient,444b731a
ESP,3,3,No Deposit,240,0,Transient,355b99e7
PRT,2,2,No Deposit,0,0,Transient,9d357214
PRT,5,3,No Deposit,15,0,Transient,8e711f10
CHE,3,3,No Deposit,240,0,Transient,280cde11
FRA,3,3,No Deposit,240,0,Transient,666ef559
CN,3,3,No Deposit,240,0,Transient,1afee150
CN,3,3,No Deposit,240,0,Transient,6f510418
GBR,3,3,No Deposit,240,0,Transient,da068f05
GBR,1,1,No Deposit,250,0,Transient,72594a4e
PRT,3,3,No Deposit,242,0,Transient,5d6d5bd5
PRT,3,3,No Deposit,242,0,Transient,453fedf0
ESP,1,1,No Deposit,250,0,Transient,16412ed8
PRT,1,1,No Deposit,250,0,Transient,8cae1440
GBR,3,3,No Deposit,240,0,Transient,f4c21185
PRT,3,3,No Deposit,240,0,Transient,2498a998
PRT,3,3,No Deposit,240,0,Transient,cc10605d
ESP,3,3,No Deposit,240,0,Transient,f98f5573
PRT,3,3,No Deposit,242,0,Transient,3fcb1e23
GBR,3,3,No Deposit,240,0,Transient,68b3843e
GBR,3,3,No Deposit,240,0,Transient,8fd7757b
PRT,3,3,No Deposit,241,0,Transient,727dd1dc
GBR,3,3,No Deposit,240,0,Transient,9278be64
PRT,3,3,No Deposit,314,0,Transient,60e0a066
GBR,3,3,No Deposit,240,0,Transient,79fe9e88
IRL,3,3,No Deposit,240,0,Transient,4185fe72
PRT,3,3,No Deposit,242,0,Transient,3eca8bcc
PRT,3,3,No Deposit,241,0,Transient,9e491ee7
NLD,3,3,No Deposit,240,0,Transient,04f77c60
IRL,3,3,No Deposit,240,0,Transient,aca70530
PRT,2,2,No Deposit,0,0,Transient,0e5ff2db
BRA,3,3,No Deposit,240,0,Transient,9f382e11
BRA,3,3,No Deposit,240,0,Transient,d8496d33
PRT,6,1,No Deposit,0,0,Transient-Party,8e24e576
PRT,6,1,No Deposit,0,0,Transient-Party,34c7dbfe
PRT,6,1,No Deposit,0,0,Transient-Party,39ff7c1a
PRT,6,1,No Deposit,0,0,Transient-Party,d46f22a8
PRT,6,1,No Deposit,0,0,Transient-Party,db0f877a
PRT,6,1,No Deposit,0,0,Transient-Party,107c82d8
PRT,6,1,No Deposit,0,0,Transient-Party,87bf2f14
PRT,6,1,No Deposit,0,0,Transient-Party,0f43dffc
PRT,6,1,No Deposit,0,0,Transient-Party,54c1835f
PRT,6,1,No Deposit,0,0,Transient-Party,da527bf6
PRT,6,1,No Deposit,0,0,Transient-Party,a1479ebf
PRT,6,1,No Deposit,0,0,Transient-Party,94234c16
PRT,6,1,No Deposit,0,0,Transient-Party,bae4d9d2
PRT,6,1,No Deposit,0,0,Transient-Party,7979148d
PRT,6,1,No Deposit,0,0,Transient-Party,d99e1828
PRT,2,2,No Deposit,0,0,Transient,7d4a005d
PRT,1,1,No Deposit,0,0,Transient,49df42aa
PRT,3,3,No Deposit,241,0,Transient,f72f32c4
PRT,6,1,No Deposit,0,0,Transient-Party,23084568
PRT,6,1,No Deposit,0,0,Transient-Party,acbc2c5d
POL,3,3,No Deposit,240,0,Transient-Party,39882341
PRT,1,1,No Deposit,0,0,Transient,682343d1
PRT,6,3,No Deposit,96,0,Transient-Party,c8e7ba91
PRT,6,3,No Deposit,96,0,Transient-Party,4cbef236
PRT,3,3,No Deposit,468,0,Transient,049e4f23
PRT,3,3,No Deposit,468,0,Transient,e2292c5f
POL,3,3,No Deposit,240,0,Transient,c38e9eba
POL,3,3,No Deposit,240,0,Transient,540cac52
PRT,1,1,No Deposit,250,0,Transient,a108dda6
ESP,3,3,No Deposit,240,0,Transient,1071d3b2
ESP,3,3,No Deposit,240,0,Transient,a7bd15fc
ESP,3,3,No Deposit,240,0,Transient,7f6b751f
PRT,3,3,No Deposit,240,0,Transient,40afd4bf
ESP,3,3,No Deposit,240,0,Transient,376a2b81
GBR,3,3,No Deposit,240,0,Transient,51dcf264
BEL,3,3,No Deposit,240,0,Transient,03135d2a
PRT,3,3,No Deposit,240,0,Transient,277e4e0d
DEU,3,3,No Deposit,240,0,Transient,b3041273
DEU,3,3,No Deposit,240,0,Transient,c99c94bd
GBR,3,3,No Deposit,240,0,Transient,3cb01d9d
FRA,3,3,No Deposit,240,0,Transient,c41c9d56
TUR,3,3,No Deposit,240,0,Transient,143ae7c3
PRT,3,3,No Deposit,240,0,Transient,0c82875c
PRT,2,2,No Deposit,0,0,Transient,03aca561
PRT,2,2,No Deposit,0,0,Transient,03fe1aac
PRT,2,2,No Deposit,0,0,Transient,2dcb83c1
PRT,2,2,No Deposit,0,0,Transient,9a0ce3a1
AUS,3,3,No Deposit,240,0,Transient,f964f023
PRT,3,3,No Deposit,240,0,Transient,8db14e2b
PRT,1,1,No Deposit,0,0,Transient,4612ec8d
LUX,3,3,No Deposit,240,0,Transient,90f2df21
PRT,2,2,No Deposit,0,0,Transient,5a2c7459
PRT,3,3,No Deposit,240,0,Transient,eae80144
DZA,3,3,No Deposit,240,0,Transient,950756b0
FRA,3,3,No Deposit,240,0,Transient,772cd54b
BRA,3,3,No Deposit,240,0,Transient,5c355dfa
CN,3,3,No Deposit,240,0,Transient,1f08a0f8
GBR,3,3,No Deposit,240,0,Transient,c09ca685
ESP,3,3,No Deposit,240,0,Transient,07f28f7d
ESP,3,3,No Deposit,240,0,Transient,9ad7df09
GBR,3,3,No Deposit,240,0,Transient,a76dd5cc
PRT,3,3,No Deposit,240,0,Transient,e7b57336
GBR,3,3,No Deposit,240,0,Transient,e94cc801
CN,3,3,No Deposit,240,0,Transient,295b7c82
GBR,3,3,No Deposit,240,0,Transient-Party,2fb9a54c
PRT,6,2,No Deposit,0,0,Transient-Party,a374ec25
GBR,3,3,No Deposit,240,0,Transient-Party,9c758719
GBR,3,3,No Deposit,240,0,Transient-Party,2ef2a1d9
CN,3,3,No Deposit,240,0,Transient,fd5a4ed2
PRT,3,3,No Deposit,240,0,Transient,89742d35
ESP,3,3,No Deposit,240,0,Transient,93f9c349
PRT,6,2,Non Refund,0,0,Transient-Party,e12f0640
BRA,3,3,No Deposit,240,0,Transient,9e6c3170
PRT,3,3,No Deposit,240,0,Transient,ae9655ea
PRT,6,2,Non Refund,0,0,Transient-Party,4d3b800a
PRT,3,3,No Deposit,240,0,Transient,4229bf61
PRT,1,1,No Deposit,0,0,Transient,d4cf2778
BRA,3,3,No Deposit,240,0,Transient,a4170627
PRT,3,3,No Deposit,240,0,Transient,5bc20e36
PRT,5,1,No Deposit,0,0,Transient,4f6c1c78
PRT,1,1,No Deposit,0,0,Transient,28f34275
PRT,5,1,No Deposit,0,0,Transient,db53c01d
BRA,3,3,No Deposit,240,0,Transient,484f4772
ESP,3,3,No Deposit,240,0,Transient,4919314d
ESP,3,3,No Deposit,240,0,Transient,ed418967
GBR,1,1,No Deposit,250,0,Transient,2275b270
DEU,1,1,No Deposit,250,0,Transient,36f25859
PRT,3,3,No Deposit,242,0,Transient,f863f668
DEU,3,3,No Deposit,240,0,Transient,519cbc94
FRA,3,3,No Deposit,240,0,Transient,335226f7
FRA,3,3,No Deposit,240,0,Transient,fffc2db4
CN,3,3,No Deposit,240,0,Transient,656875af
DEU,3,3,No Deposit,240,0,Transient,38eeacc8
PRT,3,3,No Deposit,242,0,Transient,fb4ba4fb
PRT,3,3,No Deposit,242,0,Transient,ac915146
DEU,3,3,No Deposit,240,0,Transient,dddef718
PRT,3,3,No Deposit,241,0,Transient,d482a78b
FRA,3,3,No Deposit,240,0,Transient,ecaf3674
FRA,3,3,No Deposit,240,0,Transient,2a378a84
FRA,3,3,No Deposit,240,0,Transient,2a96216c
FRA,3,3,No Deposit,240,0,Transient,91a0aa58
GBR,3,3,No Deposit,240,0,Transient,c263ce28
PRT,3,3,No Deposit,314,0,Transient,e447a6e0
GBR,3,3,No Deposit,240,0,Transient,f59f76c1
GBR,3,3,No Deposit,240,0,Transient,d13b580b
DEU,3,3,No Deposit,240,0,Transient,0e6435ba
ESP,3,3,No Deposit,240,0,Transient,fdfa37bc
IRL,3,3,No Deposit,240,0,Transient,d287d46f
CN,3,3,No Deposit,240,0,Transient,07c4af79
FRA,3,3,No Deposit,240,0,Transient,26e76871
PRT,1,1,No Deposit,250,0,Transient,99cbe8ae
PRT,3,3,No Deposit,240,0,Transient,99b1afab
GBR,3,3,No Deposit,240,0,Transient,71246ebb
GBR,3,3,No Deposit,240,0,Transient,d93d54be
GBR,3,3,No Deposit,240,0,Transient-Party,9fa722b8
GBR,3,3,No Deposit,240,0,Transient,9b2b1a69
PRT,4,3,No Deposit,196,0,Transient,0e6e5eca
PRT,3,3,No Deposit,314,0,Transient,5adaea07
FRA,3,3,No Deposit,240,0,Transient,a2130504
BRA,3,3,No Deposit,240,0,Transient,e8849973
PRT,3,3,No Deposit,240,0,Transient,84f278a9
DEU,3,3,No Deposit,240,0,Transient,ede0ab6c
PRT,3,3,No Deposit,242,0,Transient,4edfe25e
BRA,3,3,No Deposit,240,0,Transient,c6c4d9c4
PRT,1,1,No Deposit,0,0,Transient,f177d9f1
PRT,3,3,No Deposit,240,0,Transient,e5fa895a
PRT,3,3,No Deposit,240,0,Transient,ada6ac5a
PRT,3,3,No Deposit,240,0,Transient,42005d2b
PRT,1,1,No Deposit,0,0,Transient,42f0d239
PRT,3,3,No Deposit,240,0,Transient,545d8cb5
PRT,3,3,No Deposit,242,0,Transient,9ad81ff2
FRA,3,3,No Deposit,240,0,Transient,1e7bd620
FRA,3,3,No Deposit,240,0,Transient,3356e32c
IRL,3,3,No Deposit,240,0,Transient,52a107fd
GBR,3,3,No Deposit,240,0,Transient,0c61cf2f
PRT,4,3,No Deposit,336,0,Transient,c8c7c3c8
PRT,4,3,No Deposit,171,0,Transient,177a150f
ITA,3,3,No Deposit,240,0,Transient,1f7bb418
BEL,3,3,No Deposit,240,0,Transient,8069470d
ESP,3,3,No Deposit,240,0,Transient,0b69d47a
NLD,3,3,No Deposit,240,0,Transient,8c8c5b57
GBR,3,3,No Deposit,240,0,Transient,314a07d8
MOZ,3,3,No Deposit,240,0,Transient,83c8b200
KOR,3,3,No Deposit,240,0,Transient,d5e1d605
KOR,3,3,No Deposit,240,0,Transient,b3dbb6c4
PRT,5,1,No Deposit,0,0,Transient,9da9ee0f
KOR,3,3,No Deposit,240,0,Transient,7fcd7df5
FRA,3,3,No Deposit,240,0,Transient,acd6d078
IRL,3,3,No Deposit,240,0,Transient,4d7aa63c
ROU,3,3,No Deposit,240,0,Transient,b18ffb70
ROU,3,3,No Deposit,240,0,Transient,a6a6c406
PRT,3,3,No Deposit,240,0,Transient,215f9b37
IRL,3,3,No Deposit,240,0,Transient,82e470ab
PRT,4,3,No Deposit,26,0,Transient,db2d608d
PRT,4,3,No Deposit,8,0,Transient,6068ce84
FRA,3,3,No Deposit,240,0,Transient,caa6e48b
FRA,3,3,No Deposit,240,0,Transient,f0e6d324
GBR,3,3,No Deposit,240,0,Transient,c8f307d0
FRA,3,3,No Deposit,240,0,Transient,eb359ae8
CN,1,1,No Deposit,250,0,Transient,73700150
PRT,3,3,No Deposit,240,0,Transient,efdbae69
IRL,3,3,No Deposit,240,0,Transient,4554304c
CN,3,3,No Deposit,240,0,Transient,d9351e71
PRT,4,3,No Deposit,96,0,Transient,00816c71
PRT,4,3,No Deposit,96,0,Transient,2e18e16d
PRT,3,3,No Deposit,242,0,Transient,e8b4ae9f
GBR,3,3,No Deposit,240,0,Transient,92f378a6
PRT,3,3,No Deposit,242,0,Transient,9c0465e0
PRT,6,3,Non Refund,155,0,Transient,ab0374b6
PRT,6,3,Non Refund,155,0,Transient,fb87a832
PRT,6,3,Non Refund,155,0,Transient,21c82a27
PRT,6,3,Non Refund,155,0,Transient,245a37c6
PRT,6,3,Non Refund,155,0,Transient,e9f76b25
IRL,3,3,No Deposit,240,0,Transient,b4791e6d
PRT,6,3,Non Refund,155,0,Transient,cccaf18f
PRT,6,3,Non Refund,155,0,Transient,d8bf29bf
PRT,6,3,Non Refund,155,0,Transient,cd7c0778
ESP,3,3,No Deposit,240,0,Transient,18b3747b
PRT,6,3,Non Refund,155,0,Transient,de087a7a
PRT,6,3,Non Refund,155,0,Transient,b3103fda
PRT,6,3,Non Refund,155,0,Transient,8f3030c0
PRT,6,3,Non Refund,155,0,Transient,bfb76937
PRT,6,3,Non Refund,155,0,Transient,4d9ede4f
PRT,6,3,Non Refund,155,0,Transient,906e1fd1
PRT,6,3,Non Refund,155,0,Transient,3c2d233c
PRT,6,3,Non Refund,155,0,Transient,08506bad
PRT,6,3,Non Refund,155,0,Transient,3d3756c4
PRT,6,3,Non Refund,155,0,Transient,5d80ead5
PRT,6,3,Non Refund,155,0,Transient,ec37047c
BRA,3,3,No Deposit,240,0,Transient,e35e1922
PRT,6,3,Non Refund,155,0,Transient,cf2be3f7
PRT,6,3,Non Refund,155,0,Transient,70b691b0
PRT,6,3,Non Refund,155,0,Transient,4988b471
PRT,6,3,Non Refund,155,0,Transient,96dca723
PRT,6,3,Non Refund,155,0,Transient,2115b23a
ESP,3,3,No Deposit,240,0,Transient,a76003c3
IRL,3,3,No Deposit,240,0,Transient,4d681bb8
PRT,6,3,Non Refund,155,0,Transient,a928a8e5
PRT,6,3,Non Refund,155,0,Transient,8d2d6a34
PRT,3,3,No Deposit,240,0,Transient,8aa00ce2
PRT,6,3,Non Refund,155,0,Transient,80264ccd
PRT,6,3,Non Refund,155,0,Transient,5165a206
PRT,6,3,Non Refund,155,0,Transient,f3ed1ad4
POL,3,3,No Deposit,240,0,Transient,86cc3fa9
GBR,3,3,No Deposit,240,0,Transient,3023370e
CN,1,1,No Deposit,250,0,Transient,c256f8e7
POL,3,3,No Deposit,240,0,Transient,5e794b9b
GBR,3,3,No Deposit,240,0,Transient,c63ae654
CHE,3,3,No Deposit,240,0,Transient,25088113
BRA,3,3,No Deposit,240,0,Transient,ea2e87c9
GBR,3,3,No Deposit,240,0,Transient,5cc1c2a8
ESP,3,3,No Deposit,240,0,Transient,43053d12
PRT,3,3,No Deposit,240,0,Transient,847f7f9e
PRT,3,3,No Deposit,240,0,Transient,ea47b4d1
PRT,1,1,No Deposit,0,0,Transient,453005b2
PRT,3,3,No Deposit,240,0,Transient-Party,41a54925
PRT,3,3,No Deposit,314,0,Transient,4c6dcbee
PRT,3,3,No Deposit,240,0,Transient-Party,9143380e
PRT,3,3,No Deposit,240,0,Transient,e6e79231
BRA,3,3,No Deposit,240,0,Transient,1c6af06d
PRT,3,3,No Deposit,242,0,Transient,ed472d8e
GBR,3,3,No Deposit,240,0,Transient,4ebe0fca
IRL,3,3,No Deposit,240,0,Transient,4616522d
GBR,3,3,No Deposit,240,0,Transient,29d2c52a
PRT,3,3,No Deposit,314,0,Transient,ae04e65e
PRT,4,3,No Deposit,6,0,Transient,1abd6ed5
PRT,4,3,No Deposit,6,0,Transient,1ed4a61b
CN,3,3,No Deposit,240,0,Transient,462e23e1
POL,3,3,No Deposit,240,0,Transient,0747e8d7
GBR,3,3,No Deposit,240,0,Transient,e2298a15
PRT,1,1,No Deposit,250,0,Transient,a5caffb1
USA,3,3,No Deposit,240,0,Transient,57e38e48
USA,3,3,No Deposit,240,0,Transient,0a45f78e
GBR,3,3,No Deposit,240,0,Transient,d1227f09
NLD,3,3,No Deposit,240,0,Transient,d8118811
PRT,4,3,No Deposit,0,0,Transient,0f9d070b
PRT,1,1,No Deposit,250,0,Transient,5eb7a482
PRT,3,3,No Deposit,240,0,Transient,4861c0ea
ESP,3,3,No Deposit,240,0,Transient,5d66ef92
PRT,3,3,No Deposit,240,0,Transient,66375de2
PRT,3,3,No Deposit,240,0,Transient,fa04613b
PRT,3,3,No Deposit,242,0,Transient,005b94e6
PRT,4,3,No Deposit,410,0,Transient,efc1f556
GBR,3,3,No Deposit,240,0,Transient,c5a9a996
GBR,3,3,No Deposit,240,0,Transient,69ca88df
SWE,3,3,No Deposit,240,0,Transient,2597c8cc
PRT,3,3,No Deposit,242,0,Transient,5f0d4986
ESP,3,3,No Deposit,240,0,Transient,66b1d7cd
PRT,4,3,No Deposit,40,0,Transient,a9eb9333
PRT,3,3,No Deposit,240,0,Transient,fb056161
